episode,score
1,0.3579999919980764
2,0.5679999873042106
3,0.5659999873489141
4,0.28249999368563294
5,0.2894999935291708
6,0.16799999624490738
7,0.5099999886006117
8,0.816999981738627
9,1.1184999749995768
10,0.9924999778158963
11,1.0359999768435955
12,0.855999980866909
13,0.8734999804757535
14,1.289999971166253
15,1.0209999771788716
16,0.9614999785088003
17,1.4774999669753015
18,1.3879999689757825
19,1.53299996573478
20,1.8219999592751264
21,1.5889999644830823
22,1.7989999597892166
23,2.2524999496527016
24,2.7294999389909207
25,2.172999951429665
26,1.99799995534122
27,2.5549999428912997
28,2.4454999453388155
29,2.4844999444670974
30,2.4134999460540714
31,2.944499934185296
32,2.427499945741147
33,2.304999948479235
34,3.458499922696501
35,3.5344999209977686
36,3.844999914057553
37,3.954499911610037
38,3.4759999223053457
39,3.593499919679016
40,3.4334999232552947
41,3.291999926418066
42,4.455499900411814
43,5.737999871745705
44,5.6654998733662065
45,5.922499867621809
46,5.208499883580953
47,5.759999871253967
48,6.205499861296266
49,6.213999861106276
50,6.760499848891049
51,6.855499846767634
52,7.619499829690904
53,7.178499839548022
54,7.541999831423164
55,7.568499830830842
56,5.846499869320541
57,11.846999735198915
58,10.051499775331468
59,11.389499745424837
60,13.819499691110105
61,12.164499728102237
62,11.544499741960317
63,15.714999648742378
64,15.676999649591744
65,14.22099968213588
66,13.717999693378806
67,16.025499641802163
68,19.824499556887893
69,17.933999599143863
70,23.080499484110625
71,21.844499511737375
72,20.277499546762556
73,17.778499602619558
74,20.753499536123126
75,21.291999524086712
76,24.26299945767969
77,23.64099947158247
78,19.616499561537058
79,24.19199945926666
80,23.342999478243293
81,26.766499401722104
82,29.432999342121185
83,28.40049936519936
84,28.428999364562333
85,29.542999339662494
86,29.262499345932156
87,31.723999290913344
88,28.366499365959317
89,33.802999244444074
90,37.312499166000634
91,37.61799915917218
92,37.552499160636216
93,36.74499917868525
94,34.872499220538884
95,34.65349922543392
96,35.94899919647723
97,38.35799914263189
98,39.05399912707507
99,39.00249912822619
100,38.43149914098903
101,34.63099922593683
102,37.96299915146083
103,38.549999138340354
104,39.14549912502989
105,38.882999130897225
106,38.13349914764986
107,37.79649915518239
108,38.01549915028736
109,38.69099913518876
110,38.68599913530052
111,38.70249913493171
112,38.12549914782867
113,37.11949917031452
114,35.04399921670556
115,33.38599925376475
116,36.911999174952506
117,37.71899915691465
118,38.601499137189236
119,38.419499141257255
120,38.83199913203716
121,38.518999139033255
122,37.0444991719909
123,38.809499132540076
124,38.98049912871793
125,37.257999167218806
126,35.57849920475856
127,36.23549919007346
128,35.46899920720607
129,36.45649918513372
130,35.15949921412393
131,34.55399922765791
132,37.08699917104095
133,38.368999142386016
134,37.61499915923923
135,38.83399913199246
136,37.42949916338548
137,38.56849913792685
138,38.58299913760275
139,38.182999146543445
140,38.478499139938506
141,38.3189991435036
142,38.379499142151325
143,38.452999140508474
144,37.86549915364012
145,38.49649913953617
146,37.37899916451424
147,36.80499917734414
148,35.32099921051413
149,36.796999177522956
150,34.84649922112003
