episode,score
1,0.16549999630078674
2,0.4769999893382192
3,0.824999981559813
4,0.6384999857284128
5,0.7134999840520322
6,0.7399999834597111
7,1.1844999735243618
8,1.3294999702833592
9,1.2849999712780118
10,1.1724999737925828
11,1.417499968316406
12,0.48399998918175696
13,0.8474999810568988
14,1.382499969098717
15,2.1624999516643584
16,2.301499948557466
17,3.0654999314807356
18,3.460999922640622
19,2.196999950893223
20,3.9919999107718467
21,4.581499897595495
22,3.6499999184161425
23,5.048499887157232
24,4.884999890811741
25,5.972999866493046
26,6.207999861240387
27,7.441499833669513
28,8.193999816849828
29,10.030499775800854
30,11.124999751336873
31,10.207499771844596
32,12.880999712087213
33,13.64449969502166
34,15.608499651122838
35,18.906999577395617
36,19.03049957463518
37,23.65149947134778
38,25.505999429896473
39,25.018999440781773
40,29.308499344903975
41,29.085499349888416
42,28.813999355956913
43,28.706999358348547
44,29.93749933084473
45,33.982499240431935
46,36.462499184999615
47,36.999999172985554
48,38.16699914690107
49,37.59749915963039
50,36.831999176740645
51,38.40299914162606
52,37.59049915978685
53,38.09199914857745
54,38.14849914731458
55,37.7739991556853
56,37.37899916451424
57,37.901499152835456
58,37.97599915117026
59,36.98899917323142
60,36.10899919290095
61,36.789499177690594
62,37.11449917042628
63,35.42299920823425
64,37.98599915094674
65,38.043499149661514
66,37.77249915571883
67,37.68149915775284
68,38.01449915030971
69,37.95599915161729
70,36.45649918513372
71,36.72049917923287
72,36.30449918853119
73,37.91249915258959
74,37.51949916137382
75,38.04449914963916
76,37.374499164614825
77,36.70549917956814
78,36.72549917912111
79,38.35249914275482
80,38.32699914332479
81,37.85399915389716
82,37.75999915599823
83,37.707499157171696
84,37.7054991572164
85,37.78199915550649
86,37.174999169074
87,37.57949916003272
88,37.893999153003094
89,38.35099914278835
90,37.96149915149435
91,38.39799914173782
92,38.03999914973974
93,37.71899915691465
94,37.073499171342704
95,36.00699919518083
96,33.12449925960973
97,35.62599920369685
98,36.7584991783835
99,38.33999914303422
100,37.21899916809052
101,35.226499212626365
102,35.707999201864006
103,38.47449914002791
104,37.65699915830046
105,36.51249918388203
106,37.85799915380776
107,38.13349914764986
108,38.4494991405867
109,38.09699914846569
110,38.04649914959445
111,38.26599914468825
112,35.839999198913574
113,38.42599914111197
114,37.33649916546419
