episode,score
1,0.6144999862648547
2,0.9649999784305692
3,1.1519999742507934
4,1.4534999675117433
5,1.8249999592080712
6,2.1639999516308306
7,2.3149999482557178
8,2.0879999533295632
9,2.3574999473057687
10,3.1459999296814205
11,4.717499894555658
12,7.989999821409583
13,10.886999756656587
14,13.18449970530346
15,15.54449965255335
16,18.695999582111835
17,18.88649957785383
18,21.63699951637536
19,25.166999437473713
20,27.337999388948084
21,34.055999238789084
22,35.69999920204282
23,38.281499144341794
24,37.90699915271252
25,38.61749913683161
26,38.60649913707748
27,38.05849914932624
28,39.234499123040585
29,38.41899914126843
30,34.85499922093004
31,36.31799918822944
32,37.299499166291206
33,38.18249914655462
34,36.117499192710966
35,36.2009991908446
36,37.097999170795084
37,37.10649917060509
38,36.83349917670712
39,37.28249916667119
40,35.81899919938296
41,35.961499196197835
42,36.926499174628404
43,37.33399916552007
44,34.378999231569466
45,37.540999160893264
46,37.32049916582182
47,37.67599915787578
48,37.33599916547537
49,38.27499914448708
50,37.703499157261106
51,37.58049916001037
52,37.35449916506186
53,38.04149914970621
54,36.7584991783835
55,35.881499197985974
56,34.23849923470989
57,36.14149919217452
58,35.261499211844054
59,37.63549915878102
60,38.048999149538574
61,37.38449916439131
62,36.75349917849526
63,34.98199921809137
64,36.382499186787754
65,35.95199919641018
66,35.81099919956178
67,37.34399916529655
68,35.83199919909239
69,37.31199916601181
70,36.90899917501956
71,37.5934991597198
72,37.09199917092919
73,37.87599915340543
74,37.24099916759879
75,37.75899915602058
76,38.79999913275242
77,36.70499917957932
78,37.273999166861174
79,37.71749915694818
80,33.091499260347334
81,31.211499302368612
82,32.94849926354364
83,33.91249924199656
84,33.15899925883859
85,33.846999243460594
86,35.28149921139702
87,36.096999193169175
88,36.95799917392433
89,35.6684992027469
90,37.03549917219207
91,36.562999182753266
92,36.53549918336794
93,36.89699917528778
94,37.10999917052686
95,37.2059991683811
96,36.906999175064264
97,36.04599919430912
98,37.5624991604127
99,36.468999184854326
100,37.27299916688353
