episode,score
1,0.5129999885335564
2,0.02349999947473407
3,0.0064999998547136785
4,0.05999999865889549
5,0.35499999206513166
6,0.26699999403208496
7,0.5749999871477485
8,0.6784999848343432
9,0.6259999860078096
10,0.29999999329447746
11,0.6689999850466848
12,0.46149998968467115
13,0.6534999853931367
14,0.7289999837055803
15,0.8879999801516533
16,0.9184999794699251
17,0.8929999800398946
18,0.8029999820515513
19,1.1014999753795565
20,0.9259999793022871
21,0.8389999812468887
22,0.12049999730661512
23,0.023999999463558196
24,0.3804999914951622
25,0.07049999842420221
26,0.4554999898187816
27,0.9134999795816838
28,0.603999986499548
29,0.7014999843202532
30,0.28749999357387424
31,0.7399999834597111
32,1.0569999763742088
33,1.0399999767541885
34,1.022499977145344
35,0.968499978352338
36,1.200499973166734
37,1.2364999723620713
38,1.149999974295497
39,0.8954999799840152
40,0.9329999791458249
41,0.9819999780505896
42,1.0144999773241579
43,1.0754999759607018
44,1.1609999740496277
45,1.2219999726861714
46,1.4919999666512012
47,1.567999964952469
48,1.5509999653324484
49,1.1214999749325216
50,1.4299999680370092
51,1.727499961387366
52,1.161499974038452
53,1.2759999714791774
54,1.4159999683499336
55,1.3364999701268971
56,1.2214999726973474
57,1.2654999717138709
58,1.6079999640583993
59,1.3484999698586762
60,1.165999973937869
61,1.2599999718368053
62,1.6209999637678265
63,1.6349999634549022
64,1.4149999683722854
65,1.2964999710209668
66,1.9034999574534595
67,1.5554999652318657
68,1.71949996156618
69,1.2614999718032778
70,1.6479999631643296
71,1.5659999649971723
72,1.3414999700151384
73,1.4879999667406083
74,1.3374999701045454
75,1.556999965198338
76,1.6544999630190431
77,1.533499965723604
78,1.4449999677017331
79,1.5199999660253525
80,1.5789999647065998
81,1.9289999568834901
82,1.6624999628402293
83,1.7174999616108835
84,1.959999956190586
85,1.6744999625720083
86,1.4664999672211707
87,1.494999966584146
88,1.4929999666288496
89,1.6919999621808528
90,1.521499965991825
91,1.3459999699145555
92,1.5239999659359456
93,1.3264999703504146
94,1.1324999746866524
95,1.254999971948564
96,1.158499974105507
97,1.1994999731890856
98,1.1759999737143516
99,1.3419999700039624
100,1.4149999683722854
101,1.2589999718591571
102,1.591499964427203
103,1.8054999596439303
104,1.8829999579116703
105,1.5804999646730722
106,1.3009999709203839
107,1.6169999638572334
108,1.4539999675005675
109,1.5134999661706388
110,1.517999966070056
111,1.5164999661035836
112,1.4349999679252505
113,1.3099999707192183
114,1.2984999709762632
115,1.1059999752789735
116,1.3054999708198012
117,1.104499975312501
118,1.424999968148768
119,1.6259999636560678
120,1.4469999676570295
121,1.1769999736919998
122,1.1414999744854868
123,1.3724999693222344
124,1.2034999730996787
125,1.060499976295978
126,1.69649996208027
127,1.7054999618791045
128,1.207999972999096
129,1.0774999759159982
130,1.8139999594539404
131,1.7714999604038895
132,1.5264999658800662
133,1.3009999709203839
134,1.0019999776035546
135,0.6654999851249158
136,1.0139999773353339
137,1.2329999724403025
138,1.3294999702833592
139,1.1559999741613864
140,1.246499972138554
141,1.273999971523881
142,1.4964999665506185
143,1.130499974731356
144,1.215999972820282
145,1.2849999712780118
146,1.1024999753572047
147,1.1484999743290245
148,1.2399999722838402
149,1.3624999695457518
150,1.5884999644942581
151,1.4564999674446881
152,1.746999960951507
153,1.3504999698139728
154,1.1799999736249447
155,1.2524999720044434
156,1.5479999653995038
157,1.169999973848462
158,1.1354999746195973
159,1.521999965980649
160,1.4749999670311809
161,1.398499968741089
162,1.3664999694563449
163,1.409999968484044
164,0.963999978452921
165,1.3139999706298113
166,1.6129999639466406
167,1.595499964337796
168,1.634499963466078
169,1.0829999757930637
170,1.455999967455864
171,1.7474999609403312
172,1.064999976195395
173,1.037999976798892
174,1.3649999694898725
175,1.4939999666064978
176,1.3344999701716005
177,1.2599999718368053
178,1.309499970730394
179,1.5784999647177755
180,1.9454999565146864
181,1.2229999726638199
182,1.3799999691545963
183,1.3729999693110586
184,1.3934999688528478
185,1.0249999770894647
186,1.1179999750107528
187,1.3294999702833592
188,1.4354999679140747
189,1.4899999666959047
190,0.9009999798610806
191,0.8924999800510705
192,0.9414999789558351
193,1.0614999762736261
194,1.3079999707639218
195,1.304999970830977
196,1.095499975513667
197,1.591499964427203
198,1.4864999667741359
199,1.8794999579899012
200,1.7709999604150652
201,1.3079999707639218
202,1.5659999649971723
203,1.5324999657459557
204,1.8154999594204129
205,2.0459999542683365
206,2.169499951507896
207,1.9924999554641545
208,1.9429999565705658
209,1.5964999643154443
210,1.7434999610297381
211,1.9744999558664857
212,1.7949999598786235
213,1.68799996227026
214,1.452499967534095
215,1.7439999610185624
216,1.924999956972897
217,2.218999950401485
218,2.0509999541565778
219,1.87449995810166
220,2.047999954223633
221,1.599499964248389
222,1.4889999667182565
223,1.7999999597668648
224,2.1734999514184894
225,1.7709999604150652
226,1.5249999659135938
227,1.4919999666512012
228,1.6594999629072844
229,2.105999952927232
230,1.5714999648742378
231,1.6719999626278876
232,1.661999962851405
233,1.9574999562464654
234,2.304999948479235
235,2.009999955072999
236,2.082999953441322
237,2.323499948065728
238,1.7619999606162309
239,2.0334999545477332
240,2.172499951440841
241,1.9744999558664857
242,1.8054999596439303
243,1.916499957162887
244,1.6939999621361495
245,2.273499949183315
246,2.2524999496527016
247,1.2954999710433186
248,1.215499972831458
249,1.7574999607168138
250,1.6479999631643296
251,1.67349996259436
252,1.3614999695681036
253,2.0694999537430703
254,1.8369999589398502
255,2.1384999522008004
256,1.6239999637007714
257,2.071999953687191
258,2.008499955106527
259,2.122499952558428
260,1.893999957665801
261,2.118499952647835
262,1.8994999575428664
263,1.652999963052571
264,1.8639999583363533
265,2.5079999439418317
266,1.927999956905842
267,2.18449995117262
268,1.827999959141016
269,1.7284999613650143
270,1.4884999667294323
271,1.7054999618791045
272,1.5519999653100967
273,1.4934999666176736
274,1.7864999600686133
275,1.8384999589063227
276,1.7384999611414969
277,1.99799995534122
278,1.730999961309135
279,1.4464999676682055
280,2.3604999472387136
281,2.001999955251813
282,2.2524999496527016
283,2.2674999493174255
284,1.8659999582916498
285,1.9314999568276108
286,2.0589999539777635
287,2.090499953273684
288,2.176499951351434
289,1.9544999563135206
290,1.5424999655224383
291,2.1444999520666896
292,2.274499949160963
293,2.345999947562814
294,2.1229999525472523
295,2.1869999511167406
296,1.9274999569170177
297,2.2639999493956564
298,1.7289999613538385
299,2.4449999453499913
300,2.1319999523460864
301,1.8539999585598708
302,1.9469999564811586
303,1.4924999666400254
304,1.928499956894666
305,2.0399999544024467
306,2.392999946512282
307,2.199499950837344
308,2.36249994719401
309,2.0049999551847577
310,2.0089999550953506
311,2.4609999449923636
312,1.8919999577105044
313,1.614999963901937
314,1.5849999645724893
315,1.6624999628402293
316,1.7434999610297381
317,1.9854999556206168
318,1.932499956805259
319,2.0384999544359745
320,2.0939999531954525
321,2.047999954223633
322,2.0169999549165367
323,2.448999945260584
324,1.9424999565817416
325,2.202999950759113
326,2.1004999530501665
327,1.6469999631866812
328,1.58749996451661
329,2.067499953787774
330,2.076499953586608
331,1.8094999595545231
332,1.8519999586045741
333,1.5114999662153423
334,2.0399999544024467
335,1.8894999577663838
336,1.723499961476773
337,1.1534999742172658
338,1.544999965466559
339,1.850499958638102
340,1.8444999587722122
341,1.944499956537038
342,1.7264999614097178
343,1.8569999584928154
344,1.5054999663494528
345,1.5634999650530517
346,1.769999960437417
347,1.8914999577216804
348,1.8499999586492777
349,2.2369999499991535
350,1.9084999573417007
351,1.8964999576099217
352,1.7009999619796872
353,1.9669999560341238
354,1.7324999612756073
355,2.1579999517649413
356,2.0739999536424873
357,1.5764999647624791
358,2.014499954972416
359,2.328999947942793
360,1.715499961655587
361,1.3469999698922037
362,1.9614999561570585
363,1.9604999561794103
364,1.9259999569505453
365,1.6869999622926115
366,1.6404999633319677
367,1.6759999625384807
368,2.1564999517984687
369,1.8989999575540424
370,1.8604999584145845
371,2.199499950837344
372,2.1829999512061478
373,2.102499953005463
374,1.6054999641142786
375,1.3884999689646065
376,1.6654999627731741
377,1.5154999661259354
378,1.332499970216304
379,1.4204999682493509
380,1.4564999674446881
381,1.7139999616891146
382,1.5739999648183585
383,1.905499957408756
384,2.047999954223633
385,2.0454999542795123
386,1.800999959744513
387,1.970499955955893
388,1.8959999576210975
389,2.198499950859696
390,1.9989999553188682
391,1.943999956548214
392,2.5379999432712794
393,1.9139999572187663
394,2.001999955251813
395,2.2024999507702887
396,1.6979999620467425
397,2.208999950625002
398,2.3764999468810855
399,1.8904999577440322
400,1.7449999609962106
401,2.5034999440424146
402,2.3254999480210246
403,2.064999953843653
404,2.0289999546483157
405,2.0879999533295632
406,2.1164999526925383
407,1.591499964427203
408,2.0654999538324774
409,1.8799999579787254
410,1.9139999572187663
411,2.424999945797026
412,2.3494999474845826
413,1.502499966416508
414,2.1004999530501665
415,2.2064999506808816
416,2.160499951709062
417,1.9359999567270278
418,2.1154999527148903
419,2.3064999484457074
420,2.571499942522496
421,2.2669999493286013
422,2.0969999531283974
423,1.912999957241118
424,1.9269999569281935
425,2.393499946501106
426,1.8179999593645335
427,1.6159999638795852
428,2.4469999453052877
429,1.9959999553859233
430,1.9959999553859233
431,2.0534999541006984
432,1.8274999591521919
433,2.0579999540001155
434,2.3054999484680594
435,2.6674999403767288
436,2.0194999548606574
437,2.4259999457746746
438,2.2324999500997365
439,2.0654999538324774
440,2.4134999460540714
441,2.1239999525249003
442,1.6144999639131128
443,2.3629999471828342
444,2.481999944522977
445,2.456499945092946
446,2.172499951440841
447,2.1084999528713526
448,1.9849999556317925
449,2.4224999458529055
450,2.603999941796064
451,2.366499947104603
452,2.040999954380095
453,2.334999947808683
454,2.192499950993806
455,2.2799999490380287
456,2.5884999421425166
457,2.4494999452494084
458,2.229999950155616
459,2.3759999468922617
460,2.327999947965145
461,2.456499945092946
462,2.582499942276627
463,2.0934999532066287
464,2.473499944712967
465,2.799999937415123
466,2.621999941393733
467,2.39399994648993
468,2.8219999369233846
469,2.9904999331571163
470,2.489999944344163
471,2.435999945551157
472,2.3094999483786522
473,2.9619999337941407
474,2.7989999374374745
475,2.318499948177487
476,2.1444999520666896
477,2.1084999528713526
478,2.1819999512284993
479,2.4044999462552368
480,2.229999950155616
481,2.404999946244061
482,2.3814999467693267
483,2.1869999511167406
484,2.3099999483674765
485,2.556499942857772
486,2.784999937750399
487,2.5899999421089888
488,2.5604999427683652
489,2.6979999396950007
490,2.4499999452382326
491,2.274499949160963
492,2.4539999451488255
493,2.8369999365881085
494,2.2549999495968223
495,2.331499947886914
496,2.250499949697405
497,2.865999935939908
498,2.4539999451488255
499,2.161999951675534
500,2.330499947909266
