episode,score
1,0.3849999913945794
2,0.7989999821409584
3,0.9959999777376651
4,1.428999968059361
5,2.74999993853271
6,4.8919998906552795
7,10.44299976658076
8,19.59749956196174
9,25.791499423515052
10,32.631499270629135
11,36.73699917886406
12,38.72599913440645
13,39.07749912654981
14,39.34149912064895
15,39.38499911967665
16,39.32199912108481
17,39.39499911945313
18,39.46249911794439
19,39.460499117989094
20,39.3134991212748
21,39.33199912086129
22,39.05149912713095
23,39.062499126885086
24,39.288499121833595
25,39.02999912761152
26,39.291499121766535
27,39.18999912403524
28,39.29549912167713
29,39.365999120101336
30,39.013499127980324
31,39.03599912747741
32,38.977499128784984
33,39.30649912143126
34,39.1124991257675
35,39.2409991228953
36,39.35299912039191
37,39.249999122694135
38,39.291499121766535
39,39.10699912589043
40,39.3859991196543
41,39.208499123621735
42,39.132499125320464
43,39.45399911813438
44,39.27749912207946
45,39.31399912126362
46,39.328999120928344
47,39.33199912086129
48,39.37099911998958
49,39.18549912413582
50,39.16449912460521
51,39.20199912376702
52,39.30349912149832
53,39.35949912024662
54,39.50249911705032
55,39.48799911737442
56,39.51099911686033
57,39.390499119553716
58,39.53199911639094
59,39.40799911916256
60,39.50599911697209
61,39.307999121397735
62,38.92949912985787
63,38.73649913417175
64,38.18849914642051
65,38.513999139145014
66,38.62899913657456
67,38.78149913316592
68,38.34099914301187
69,39.21949912337586
70,39.250999122671786
71,39.30399912148714
72,39.446499118302015
73,39.211499123554674
74,39.15649912478402
75,38.275999144464734
76,38.62249913671985
77,38.512499139178544
78,36.94849917413667
79,38.72599913440645
80,38.78549913307652
81,39.07649912657216
82,39.04399912729859
83,39.16299912463874
84,38.96099912915379
85,39.119499125611036
86,39.11749912565574
87,39.24649912277236
88,39.311999121308325
89,39.31749912118539
90,39.25849912250415
91,38.90199913047254
92,38.855999131500724
93,38.69499913509935
94,39.032999127544464
95,38.921999130025505
96,39.09699912611395
97,38.840499131847174
98,39.06599912680686
99,39.019999127835035
100,39.01449912795797
